NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES,city
Krazy for Coffee,350,Cafe,Dehradun,Balliwala,https://www.zomato.com/dehradun/krazy-for-coffee-balliwala/info,7,Café,10am to 10pm(Mon-Sun),Good,3.8,92,Dehradun
Chicken Inn,700,North Indian,Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/chicken-inn-hathibarkala-salwala/info,8,Dhaba,11am to 11pm(Mon-Sun),Good,3.8,106,Dehradun
Roll Baby Roll,150,"Rolls,Fast Food",Dehradun,Majra,https://www.zomato.com/dehradun/roll-baby-roll-majra/info,8,none,11am to 11pm(Mon-Sun),Good,3.9,52,Dehradun
Nath's Chinese,200,"Chinese,Momos",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/naths-chinese-hathibarkala-salwala/info,8,Quick Bites,2pm to 1030pm(Mon-Sun),Good,3.9,131,Dehradun
Rising Dough,500,Cafe,Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/rising-dough-hathibarkala-salwala/info,8,Café,10am to 1030pm(Mon-Sun),Very Good,4.0,118,Dehradun
Rajdhani Chicken Point,200,North Indian,Dehradun,Race Course,https://www.zomato.com/dehradun/rajdhani-chicken-point-race-course/info,8,Dhaba,5pm to 11pm(Mon-Sun),Good,3.7,150,Dehradun
Katman's Kitchen & Bar,1200,Finger Food,Dehradun,Jakhan,https://www.zomato.com/dehradun/katmans-kitchen-bar-jakhan/info,8,Lounge,12noon to 11pm(Mon-Sun),Good,3.5,64,Dehradun
Gulab Sweets,300,"Mithai,Fast Food,North Indian",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/gulab-sweets-subhash-nagar/info,8,Sweet Shop,11am to 1030pm(Mon-Sun),Good,3.9,67,Dehradun
Kathi Express,350,"Rolls,Fast Food",Dehradun,Jakhan,https://www.zomato.com/dehradun/kathi-express-jakhan/info,8,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,70,Dehradun
31 Flavours,350,"Chinese,Italian,North Indian,South Indian,Momos",Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/31-flavours-paltan-bazaar/info,8,Quick Bites,10am to 10pm(Mon-Sun),Good,3.6,86,Dehradun
Naveen Vegetarian,550,North Indian,Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/naveen-restaurant-paltan-bazaar/info,8,Casual Dining,11am to 10pm(Mon-Sun),Good,3.8,143,Dehradun
The Garage Dine-In,850,North Indian,Dehradun,Ballupur,https://www.zomato.com/dehradun/the-garage-dine-in-1-ballupur/info,8,Casual Dining,"130pm to 1030pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Good,3.9,92,Dehradun
Base 'N' Burger,250,"Fast Food,Sandwich",Dehradun,Karanpur,https://www.zomato.com/dehradun/base-n-burger-karanpur/info,8,Quick Bites,10am to 9pm(Mon-Sun),Good,3.8,95,Dehradun
Zen Panda,700,"Chinese,Momos",Dehradun,Malsi,https://www.zomato.com/dehradun/zen-panda-malsi/info,8,Quick Bites,"1130am to 10pm(Mon-Thu),9am to 10pm(Fri),9am...",Good,3.9,35,Dehradun
Desi Chulha,800,North Indian,Dehradun,Malsi,https://www.zomato.com/dehradun/desi-chulha-malsi/info,8,Casual Dining,9am to 10pm(Mon-Sun),Very Good,4.2,98,Dehradun
Big Bee's Pizza,550,Italian,Dehradun,Malsi,https://www.zomato.com/dehradun/big-bees-pizza-2-malsi/info,8,Quick Bites,12noon to 930pm(Mon-Sun),Good,3.9,70,Dehradun
Savour Flavour,700,"North Indian,Chinese,Fast Food",Dehradun,Majra,https://www.zomato.com/dehradun/savour-flavour-majra/info,9,Casual Dining,11am to 1030pm(Mon-Sun),Average,3.2,82,Dehradun
Monkey Fist Cafe,400,"Cafe,Fast Food",Dehradun,Chironwali,https://www.zomato.com/dehradun/monkey-fist-cafe-chironwali/info,9,Café,"Closed(Mon),2pm to 10pm(Tue-Sat),11am to 10pm(Sun)",Good,3.9,93,Dehradun
Hungry Hobbit Coffee House,500,"Cafe,Continental",Dehradun,Subhash Nagar,https://www.zomato.com/dehradun/hungry-hobbit-coffee-house-subhash-nagar/info,9,Café,11am to 10pm(Mon-Sun),Good,3.6,81,Dehradun
Kumar Sweet Shop,450,"North Indian,South Indian,Chinese,Mithai",Dehradun,Jakhan,https://www.zomato.com/dehradun/kumar-sweet-shop-jakhan/info,9,Quick Bites,830am to 10pm(Mon-Sun),Good,3.7,69,Dehradun
Anghithi Hot Drive,200,"Fast Food,North Indian",Dehradun,Dharampur,https://www.zomato.com/dehradun/anghithi-hot-drive-dharampur/info,9,Quick Bites,10am to 10pm(Mon-Sun),Good,3.8,86,Dehradun
Noodle House,600,"Chinese,Thai,Tibetan",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/noodle-house-1-hathibarkala-salwala/info,9,Casual Dining,11am to 11pm(Mon-Sun),Good,3.7,74,Dehradun
Standard Bakers & Fast Food,200,"Bakery,Fast Food",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/standard-bakers-fast-food-garhi-cantt/info,9,Bakery,9am to 10pm(Mon-Sun),Good,3.9,59,Dehradun
Lip and Sip,300,Fast Food,Dehradun,Karanpur,https://www.zomato.com/dehradun/lip-and-sip-karanpur/info,9,Casual Dining,10am to 10pm(Mon-Sun),Average,3.2,97,Dehradun
The Bong Twist,500,Bengali,Dehradun,Chironwali,https://www.zomato.com/dehradun/the-bong-twist-chironwali/info,9,Casual Dining,"Closed(Mon),1145am to 10pm(Tue-Sun)",Very Good,4.0,84,Dehradun
Beans & Cream Cafe & Lounge,500,"Cafe,Italian,Continental",Dehradun,Garhi Cantt,https://www.zomato.com/dehradun/beans-cream-cafe-lounge-garhi-cantt/info,9,Café,10am to 11pm(Mon-Sun),Very Good,4.0,115,Dehradun
Level One,900,"North Indian,Chinese,Continental",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/level-one-hathibarkala-salwala/info,9,Fine Dining,12noon to 11pm(Mon-Sun),Good,3.7,127,Dehradun
Nostalgia,500,"North Indian,Chinese,Desserts,Indian,Italian,Continental,European",Dehradun,Krishna Nagar,https://www.zomato.com/dehradun/nostalgia-krishna-nagar/info,9,Quick Bites,11am to 11pm(Mon-Sun),Good,3.9,52,Dehradun
My Wife's Place,800,"North Indian,Chinese",Dehradun,Hathibarkala Salwala,https://www.zomato.com/dehradun/my-wifes-place-hathibarkala-salwala/info,9,Fine Dining,11am to 11pm(Mon-Sun),Good,3.9,130,Dehradun
Hunger Bell,300,"Chinese,North Indian,Ice Cream",Dehradun,Paltan Bazaar,https://www.zomato.com/dehradun/hunger-bell-paltan-bazaar/info,9,Quick Bites,830am to 9pm(Mon-Sun),Good,3.8,68,Dehradun
Delhi Chicken Point,450,"North Indian,Mughlai",Dehradun,Ballupur,https://www.zomato.com/dehradun/delhi-chicken-point-ballupur/info,9,Quick Bites,6pm to 10pm(Mon-Sun),Good,3.8,86,Dehradun
Domino's Pizza,600,Pizza,Haridwar,Devpura,https://www.zomato.com/haridwar/dominos-pizza-devpura/info,1,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,155,Haridwar
Om Fast Food,250,"Fast Food,Chinese,South Indian",Haridwar,Ranipur,https://www.zomato.com/haridwar/om-fast-food-ranipur/info,1,Quick Bites,"11am to 1230AM(Mon),11am to 11pm(Tue-Sun)",Good,3.8,189,Haridwar
Spice N  Nice,400,"South Indian,North Indian,Continental,Chinese",Haridwar,Jwalapur,https://www.zomato.com/haridwar/spice-n-nice-jwalapur/info,1,Casual Dining,"11am to 1230AM(Mon),11am to 11pm(Tue-Sun)",Average,3.4,86,Haridwar
Sher E Punjab Hotel,350,"Indian,North Indian",Haridwar,Jwalapur,https://www.zomato.com/haridwar/sher-e-punjab-hotel-2-jwalapur/info,1,Dhaba,"11am to 4pm,7pm to 11pm(Mon-Fri),11am to 4pm...",Good,3.7,171,Haridwar
Shan A Punjab,300,"BBQ,Biryani,Indian,North Indian",Haridwar,Jwalapur,https://www.zomato.com/haridwar/shan-a-punjab-jwalapur/info,1,Casual Dining,"11am to 1130pm(Mon),11am to 11pm(Tue-Sun)",Good,3.5,129,Haridwar
The Pizza Castle,350,Pizza,Haridwar,Ranipur,https://www.zomato.com/haridwar/the-pizza-castle-ranipur/info,1,Quick Bites,"1130am to 1am(Mon),1130am to 12midnight(Tue-Sun)",Good,3.6,115,Haridwar
Burger King,500,Burger,Haridwar,BHEL Township,https://www.zomato.com/haridwar/burger-king-1-bhel-township/info,1,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,94,Haridwar
Punjabi Tadka,350,"North Indian,Mughlai",Haridwar,BHEL Township,https://www.zomato.com/haridwar/punjabi-tadka-2-bhel-township/info,1,Casual Dining,11am to 11pm(Mon-Sun),Good,3.5,110,Haridwar
Fun N Food,200,"South Indian,North Indian,Fast Food,Chinese",Haridwar,Ranipur,https://www.zomato.com/haridwar/fun-n-food-1-ranipur/info,1,Casual Dining,10am to 11pm(Mon-Sun),Average,3.3,107,Haridwar
The Kings Rolls n Shakes,150,"Rolls,Italian,Fast Food,Beverages",Haridwar,Jwalapur,https://www.zomato.com/haridwar/the-kings-rolls-n-shakes-3-jwalapur/info,1,Quick Bites,"11am to 2am(Mon),11am to 11pm(Tue-Sun)",Good,3.5,60,Haridwar
Dosa Plaza Punjabi Tadka,600,"South Indian,North Indian,Fast Food,Chinese",Haridwar,Devpura,https://www.zomato.com/haridwar/dosa-plaza-punjabi-tadka-devpura/info,1,Casual Dining,"8am to 1am(Mon),8am to 12midnight(Tue-Sun)",Good,3.5,106,Haridwar
Guru Nanak Foods,300,"North Indian,Chinese",Haridwar,Ranipur,https://www.zomato.com/haridwar/guru-nanak-foods-ranipur/info,1,Quick Bites,"11am to 1130pm(Mon),11am to 11pm(Tue-Sun)",Good,3.5,73,Haridwar
Bhaichara veg & non veg,300,"Indian,Hot dogs",Haridwar,Jwalapur,https://www.zomato.com/haridwar/bhaichara-veg-non-veg-jwalapur/info,1,Casual Dining,"12noon to 11pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Average,3.3,100,Haridwar
aAL-Baik Family Restro,700,"North Indian,Chinese,Mughlai",Haridwar,BHEL Township,https://www.zomato.com/haridwar/aal-baik-family-restro-bhel-township/info,1,Casual Dining,12noon to 11pm(Mon-Sun),Good,3.6,58,Haridwar
Yaran Da Dhabha(Veg & Non-Veg),600,"North Indian,Chinese",Haridwar,BHEL Township,https://www.zomato.com/haridwar/yaran-da-dhabha-veg-non-veg-bhel-township/info,1,Casual Dining,"11am to 2am(Mon),10am to 12midnight(Tue-Sun)",Average,3.4,88,Haridwar
Bikaner Misthan Bhandar,250,Mithai,Haridwar,Ranipur,https://www.zomato.com/haridwar/bikaner-misthan-bhandar-ranipur/info,10,Sweet Shop,830am to 1030pm(Mon-Sun),Not rated,-,-,Haridwar
Masala Cottage,300,"North Indian,Chinese",Haridwar,Jwalapur,https://www.zomato.com/haridwar/masala-cottage-jwalapur/info,10,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,10,Haridwar
Mithus Bakers & Fast Food,250,"Mithai,Bakery,Fast Food",Haridwar,Devpura,https://www.zomato.com/haridwar/mithus-bakers-fast-food-devpura/info,10,Bakery,10am to 12midnight(Mon-Sun),Average,3.2,11,Haridwar
Punjabi Tadka,350,"North Indian,Mughlai",Haridwar,BHEL Township,https://www.zomato.com/haridwar/punjabi-tadka-1-bhel-township/info,10,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,14,Haridwar
Samrat Dhaba,200,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/samrat-dhaba-3-bhel-township/info,10,Dhaba,"8am to 330pm,7pm to 1030pm(Mon-Sun)",Average,3.2,5,Haridwar
Rolls Hub,200,"Rolls,BBQ,Afghan",Haridwar,Kankhal,https://www.zomato.com/haridwar/rolls-hub-kankhal/info,10,Quick Bites,11am to 1030pm(Mon-Sun),Average,3.2,4,Haridwar
Invitation,800,"Chinese,Modern Indian,North Indian,South Indian",Haridwar,Ranipur,https://www.zomato.com/haridwar/invitation-1-ranipur/info,10,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,14,Haridwar
Eatwell Restaurant,350,"North Indian,Chinese",Haridwar,BHEL Township,https://www.zomato.com/haridwar/eatwell-restaurant-bhel-township/info,10,Quick Bites,12noon to 11pm(Mon-Sun),Average,3.2,6,Haridwar
Baskin Robbins,300,Ice Cream,Haridwar,Ranipur,https://www.zomato.com/haridwar/baskin-robbins-ranipur/info,10,Dessert Parlor,1030am to 1130pm(Mon-Sun),Average,3.3,5,Haridwar
Panda Atta Dumpling,150,Fast Food,Haridwar,Jwalapur,https://www.zomato.com/haridwar/panda-atta-dumpling-jwalapur/info,10,Quick Bites,5pm to 11pm(Mon-Sun),Average,3.2,7,Haridwar
Sunny Brother Fast Food & Kathi Rolls,150,"BBQ,Rolls,Wraps",Haridwar,BHEL Township,https://www.zomato.com/haridwar/sunny-brother-fast-food-kathi-rolls-bhel-township/info,10,Quick Bites,12noon to 1030pm(Mon-Sun),Average,3.2,5,Haridwar
Chennai Kings,300,"North Indian,South Indian",Haridwar,BHEL Township,https://www.zomato.com/haridwar/chennai-kings-bhel-township/info,10,Quick Bites,11am to 1030pm(Mon-Sun),,NEW,NEW,Haridwar
Sristhi Garden Restaurant,600,"North Indian,Continental,Chinese",Haridwar,Ranipur,https://www.zomato.com/haridwar/sristhi-garden-restaurant-ranipur/info,10,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,8,Haridwar
Chivas Restaurant ( Hotel Imperial Blue ),500,North Indian,Haridwar,BHEL Township,https://www.zomato.com/haridwar/chivas-restaurant-hotel-imperial-blue-bhel-township/info,10,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,5,Haridwar
Ganges Rivera,500,North Indian,Haridwar,Kankhal,https://www.zomato.com/haridwar/ganges-rivera-kankhal/info,10,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,4,Haridwar
NFC,200,"Fast Food,Chinese",Haridwar,Ranipur,https://www.zomato.com/haridwar/nfc-ranipur/info,11,Quick Bites,4pm to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Yash Veg Non-Veg Dhaba,300,North Indian,Haridwar,Jwalapur,https://www.zomato.com/haridwar/yash-veg-non-veg-dhaba-jwalapur/info,11,Quick Bites,5pm to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Brown Hut,250,Bakery,Haridwar,Ranipur,https://www.zomato.com/haridwar/brown-hut-1-ranipur/info,11,Bakery,11am to 11pm(Mon-Sun),Average,3.4,6,Haridwar
Hot & Juicy,250,Fast Food,Haridwar,BHEL Township,https://www.zomato.com/haridwar/hot-juicy-bhel-township/info,11,Kiosk,1030am to 1030pm(Mon-Sun),Average,3.2,4,Haridwar
Mother Dairy,100,"Ice Cream,Fast Food",Haridwar,BHEL Township,https://www.zomato.com/haridwar/mother-dairy-bhel-township/info,11,none,10am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Green Chilly Restaurant,800,"North Indian,Chinese,Beverages",Haridwar,BHEL Township,https://www.zomato.com/haridwar/green-chilly-restaurant-bhel-township/info,11,Casual Dining,730am to 1030pm(Mon-Sun),,NEW,NEW,Haridwar
Hotel Jasmine,500,North Indian,Haridwar,Ranipur,https://www.zomato.com/haridwar/hotel-jasmine-ranipur/info,11,Casual Dining,7am to 11pm(Mon-Sun),Average,3.2,4,Haridwar
Shri Krishna Food Junction,300,"North Indian,Continental,South Indian,Chinese",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/shri-krishna-food-junction-har-ki-pauri/info,11,Casual Dining,9am to 12midnight(Mon-Sun),Not rated,-,-,Haridwar
Deluxe Chotiwala,350,"South Indian,North Indian,Fast Food,Chinese",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/deluxe-chotiwala-har-ki-pauri/info,11,Casual Dining,6am to 12midnight(Mon-Sun),Average,3.2,10,Haridwar
Cafe O,400,"North Indian,Chinese,Continental",Haridwar,Sitapur,https://www.zomato.com/haridwar/cafe-o-sitapur/info,11,Quick Bites,9am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Swastik Confectioner And Ice Cream Parlour,200,"Bakery,Desserts",Haridwar,BHEL Township,https://www.zomato.com/haridwar/swastik-confectioner-and-ice-cream-parlour-bhel-township/info,11,Bakery,7am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Idly Food Junction,450,North Indian,Haridwar,Ranipur,https://www.zomato.com/haridwar/idly-food-junction-1-ranipur/info,11,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Mathur's Kitchen,500,"North Indian,Arabian,Mughlai",Haridwar,Ranipur,https://www.zomato.com/haridwar/mathurs-kitchen-ranipur/info,11,Quick Bites,"430pm to 11pm(Mon,Wed,Thu,Fri,Sat,Sun)...",Average,3.2,6,Haridwar
Gagan's Bakers & Confectioners,200,Bakery,Haridwar,Jwalapur,https://www.zomato.com/haridwar/gagans-bakers-confectioners-jwalapur/info,11,Quick Bites,10am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Desi Tadka,400,"North Indian,Chinese",Haridwar,Devpura,https://www.zomato.com/haridwar/desi-tadka-devpura/info,11,Quick Bites,7am to 12midnight(Mon-Sun),,NEW,NEW,Haridwar
Suvidha Canteen,400,North Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/suvidha-canteen-devpura/info,12,Casual Dining,"10am to 9pm(Mon),7am to 11pm(Tue-Sun)",Average,3.2,4,Haridwar
Om Bhojanalaya,250,"North Indian,Fast Food",Haridwar,Jwalapur,https://www.zomato.com/haridwar/om-bhojanalaya-jwalapur/info,12,Dhaba,7am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Hotel Golden Village,500,"North Indian,Chinese",Haridwar,BHEL Township,https://www.zomato.com/haridwar/hotel-golden-village-bhel-township/info,12,Casual Dining,7am to 1030pm(Mon-Sun),Not rated,-,-,Haridwar
Chachaji The Cake & Bakery Shoppe,250,Bakery,Haridwar,Kankhal,https://www.zomato.com/haridwar/chachaji-the-cake-bakery-shoppe-kankhal/info,12,Bakery,9am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Grill N Chill Bar and Restaurant,400,"North Indian,Afghan",Haridwar,BHEL Township,https://www.zomato.com/haridwar/grill-n-chill-bar-and-restaurant-bhel-township/info,12,Casual Dining,2pm to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Delhi Delight,250,North Indian,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/delhi-delight-har-ki-pauri/info,12,Casual Dining,"11am to 3pm,6pm to 11pm(Mon-Sun)",Not rated,-,-,Haridwar
Rolls n Spicy,150,"Rolls,Wraps",Haridwar,Jwalapur,https://www.zomato.com/haridwar/rolls-n-spicy-jwalapur/info,12,Quick Bites,11am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Aggrawal Restaurant,350,"Street Food,North Indian,Chinese,South Indian",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/aggrawal-restaurant-har-ki-pauri/info,12,Quick Bites,7am to 12midnight(Mon-Sun),Not rated,-,-,Haridwar
Khawa Dawa,150,Bengali,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/khawa-dawa-har-ki-pauri/info,12,Quick Bites,8am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Mohans Sweets & Snacks,350,Mithai,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/mohans-sweets-snacks-har-ki-pauri/info,12,Sweet Shop,7am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Shalini Food Corner,150,"Chinese,Fast Food",Haridwar,Devpura,https://www.zomato.com/haridwar/shalini-food-corner-devpura/info,12,Quick Bites,10am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Shri Krishnam,400,"South Indian,North Indian,Fast Food",Haridwar,Devpura,https://www.zomato.com/haridwar/shri-krishnam-devpura/info,12,Quick Bites,8am to 12midnight(Mon-Sun),Not rated,-,-,Haridwar
Food Adda,300,Momos,Haridwar,Salempur Mahdood,https://www.zomato.com/haridwar/food-adda-salempur-mahdood/info,12,Quick Bites,7am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Sai Bhoj,200,North Indian,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/sai-bhoj-har-ki-pauri/info,12,Dhaba,8am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Taste Of Mumbai,250,"North Indian,South Indian,Street Food",Haridwar,Jwalapur,https://www.zomato.com/haridwar/taste-of-mumbai-jwalapur/info,12,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Purohit Quality Restaurant,300,"South Indian,North Indian,Chinese",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/purohit-quality-restaurant-har-ki-pauri/info,13,Quick Bites,7am to 12midnight(Mon-Sun),Not rated,-,-,Haridwar
Gaurav Sweets and Snacks,150,"Mithai,Fast Food",Haridwar,Devpura,https://www.zomato.com/haridwar/gaurav-sweets-and-snacks-devpura/info,13,Sweet Shop,6am to 1030pm(Mon-Sun),Not rated,-,-,Haridwar
Cheese Bite Restaurant,300,North Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/cheese-bite-restaurant-devpura/info,13,Quick Bites,830am to 12midnight(Mon-Sun),,NEW,NEW,Haridwar
Chawlas 2,600,"Chinese,North Indian",Haridwar,BHEL Township,https://www.zomato.com/haridwar/chawlas-2-bhel-township/info,13,Casual Dining,11am to 11pm(Mon-Sun),Average,3.2,4,Haridwar
Brown Hut,250,Bakery,Haridwar,Ranipur,https://www.zomato.com/haridwar/brown-hut-ranipur/info,13,Bakery,10am to 11pm(Mon-Sun),Average,3.2,4,Haridwar
Jai Bhole ki Vaishnav Bhojnalaya,180,North Indian,Haridwar,Kankhal,https://www.zomato.com/haridwar/jai-bhole-ki-vaishnav-bhojnalaya-kankhal/info,13,Bhojanalya,11am to 1030pm(Mon-Sun),Not rated,-,-,Haridwar
Guru Kripa Dhaba,400,Chinese,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/guru-kripa-dhaba-har-ki-pauri/info,13,Quick Bites,8am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Laughing Buddha Fast Food,250,"North Indian,Fast Food,Chinese",Haridwar,Kankhal,https://www.zomato.com/haridwar/laughing-buddha-fast-food-kankhal/info,13,Quick Bites,8am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Amar's Dhaba,250,North Indian,Haridwar,Jwalapur,https://www.zomato.com/haridwar/amars-dhaba-jwalapur/info,13,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Clove - Hotel Ambrosia Sarovar Portico,800,"North Indian,Continental,Beverages",Haridwar,BHEL Township,https://www.zomato.com/haridwar/clove-hotel-ambrosia-sarovar-portico-bhel-township/info,13,Casual Dining,7am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
solitaire the food court,0,Biryani,Haridwar,Radisson Blu-- BHEL Township,https://www.zomato.com/haridwar/solitaire-the-food-court-bhel-township/info,13,Food Court,11am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Prem Bhoj,250,North Indian,Haridwar,Devpura,https://www.zomato.com/haridwar/prem-bhoj-devpura/info,13,Quick Bites,8am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Ann-Jal Restaurant,500,North Indian,Haridwar,Jwalapur,https://www.zomato.com/haridwar/ann-jal-restaurant-jwalapur/info,13,Quick Bites,830am to 1030pm(Mon-Sun),,NEW,NEW,Haridwar
Dwarkadheesh,300,Gujarati,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/dwarkadheesh-har-ki-pauri/info,13,Bhojanalya,830am to 1030pm(Mon-Sun),Not rated,-,-,Haridwar
Milk palace,150,Beverages,Haridwar,Jwalapur,https://www.zomato.com/haridwar/milk-palace-jwalapur/info,13,Beverage Shop,9am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Hotel Madhuban,800,"Indian,North Indian,South Indian",Haridwar,Ranipur,https://www.zomato.com/haridwar/hotel-madhuban-ranipur/info,14,Casual Dining,11am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Keventers,400,"Desserts,Beverages,Ice Cream",Haridwar,Kankhal,https://www.zomato.com/haridwar/keventers-kankhal/info,14,Beverage Shop,11am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Broadway Restaurant,300,"North Indian,Indian",Haridwar,Sitapur,https://www.zomato.com/haridwar/broadway-restaurant-sitapur/info,14,Quick Bites,10am to 11pm(Mon-Sun),Not rated,-,-,Haridwar
Lassi King,200,Beverages,Haridwar,Jwalapur,https://www.zomato.com/haridwar/lassi-king-jwalapur/info,14,Beverage Shop,10am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Garhwal Foods,300,North Indian,Haridwar,Ranipur,https://www.zomato.com/haridwar/garhwal-foods-ranipur/info,14,Quick Bites,"12noon to 4pm,7pm to 11pm(Mon-Sun)",,NEW,NEW,Haridwar
Prachin Asli Chotiwala,350,"South Indian,North Indian",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/prachin-asli-chotiwala-har-ki-pauri/info,14,Casual Dining,7am to 12midnight(Mon-Sun),Not rated,-,-,Haridwar
Mio Gelato,200,Ice Cream,Haridwar,BHEL Township,https://www.zomato.com/haridwar/mio-gelato-bhel-township/info,14,Dessert Parlor,11am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
PUBG Hub,400,North Indian,Haridwar,Ranipur,https://www.zomato.com/haridwar/pubg-hub-ranipur/info,14,Quick Bites,5pm to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Sugandh Pure Veg,500,"North Indian,Chinese",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/sugandh-pure-veg-har-ki-pauri/info,14,Casual Dining,8am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Treat Restaurant,500,North Indian,Haridwar,Kankhal,https://www.zomato.com/haridwar/treat-restaurant-kankhal/info,14,Quick Bites,11am to 11pm(Mon-Sun),,NEW,NEW,Haridwar
Shivaay Cafeteria,700,North Indian,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/shivaay-cafeteria-har-ki-pauri/info,14,Casual Dining,12noon to 12midnight(Mon-Sun),,NEW,NEW,Haridwar
Shri Badri Vishal Shudh Vaishno Bhojanalaya,250,North Indian,Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/shri-badri-vishal-shudh-vaishno-bhojanalaya-har-ki-pauri/info,14,Dhaba,8am to 12midnight(Mon-Sun),Not rated,-,-,Haridwar
Chotiwala Restaurant,600,"South Indian,North Indian,Chinese",Haridwar,Har Ki Pauri,https://www.zomato.com/haridwar/chotiwala-restaurant-1-har-ki-pauri/info,2,Casual Dining,8am to 11pm(Mon-Sun),Average,3.2,38,Haridwar
Mughal Bakers - A Unit Of Maharaja Bakers,350,"Street Food,Bakery,Desserts,Fast Food",Haridwar,Ranipur,https://www.zomato.com/haridwar/mughal-bakers-a-unit-of-maharaja-bakers-ranipur/info,2,Quick Bites,10am to 12midnight(Mon-Sun),Average,3.3,75,Haridwar
Bite Of Kolkatta Kathi Rolls,200,"Rolls,Fast Food",Haridwar,BHEL Township,https://www.zomato.com/haridwar/bite-of-kolkatta-kathi-rolls-bhel-township/info,2,Quick Bites,"11am to 1am(Mon),11am to 11pm(Tue-Sun)",Good,3.6,59,Haridwar
Village Tandoori,500,North Indian,Haridwar,Jwalapur,https://www.zomato.com/haridwar/village-tandoori-jwalapur/info,2,Casual Dining,"530pm to 12midnight(Mon,Wed,Thu,Fri,Sat...",Average,3.4,83,Haridwar
